user_id,location,age,age_group,cluster_id,collaborative_cluster_recommendation,demographic_recommendation,geographic_recommendation
4547,"cento, ferrara, italy",24.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0140390847', '014062080X', '0425174808']"
4570,"santa monica, california, usa",40.0,Middle-aged,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0380816547', '0385499345', '0553264567', '0380978415', '0671003755', '039571091X', '0671027387', '0679772677', '0553572989', '0140092501']"
4571,"melbourne, victoria, australia",23.0,Young Adult,23,"['0060168013', '0060173289', '0060175818', '0060187271', '0060532149', '0060926317', '0060976977', '0061013315', '0061020664', '0064400484']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060504080', '0142000485', '0312265867', '0312868332', '0380820900', '0439176824', '0449911519', '0486284735', '0505523116', '0618002219']"
4600,"little rock, arkansas, usa",32.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0064409422', '0064471055', '0064472264', '0140071083', '0140143505', '0140440224', '0316168815', '0345339681', '0345339711', '0373259883']"
4622,"norfolk, virginia, usa",18.0,Teenager,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '059035342X', '043935806X', '0439136369', '0439064872', '0439139597', '0446310786', '0439064864', '0439136350', '0446608955']","['0020442300', '0060175400', '0061012513', '0345333756', '0345336615', '0345389425', '0345413873', '0345413903', '0345417623', '0375400117']"
4769,"ny, new york, usa",35.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0385504209', '1573220256', '0452281032', '0743466527', '1400034779', '006001203X', '0156027321', '0375726403', '0525947647', '0609804138']"
4781,"manchester, new hampshire, usa",47.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0140067647', '0140348107', '0142004235', '0252006860', '0316604917', '0380002930', '0380789884', '0394823370', '039592720X', '0399501487']"
4785,"litchfield, connecticut, usa",30.0,Young Adult,6,"['0007154615', '0044409494', '0060097469', '0060256672', '0060256737', '0060392991', '0060652934', '0060809248', '0060922249', '0060927240']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0312291639', '038070613X', '0380708892', '0812553993', '0812566629', '0140298479', '0380789019', '0380816555', '0449213765', '0140293248']"
4795,"rochester, new york, usa",18.0,Teenager,21,"['0060163747', '0060256656', '0060256672', '0060256737', '0060900075', '0060928360', '0060965819', '0060972009', '0061053716', '0061093653']","['0971880107', '059035342X', '043935806X', '0439136369', '0439064872', '0439139597', '0446310786', '0439064864', '0439136350', '0446608955']","['1400031354', '0060930535', '0060955775', '0066238501', '0140143505', '0142000205', '0156364654', '0375705856', '0380012863', '0385504209']"
4802,"london, england, united kingdom",28.0,Young Adult,21,"['0060163747', '0060256656', '0060256672', '0060256737', '0060900075', '0060928360', '0060965819', '0060972009', '0061053716', '0061093653']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0140431357', '0380012863', '0060929790', '006092988X', '0140039589', '0140097112', '0140430148', '0140431268', '0140431314', '0140434259']"
4809,"grosse pointe, michigan, usa",,Unknown,27,"['0002251760', '0020868308', '0060008024', '006001203X', '0060199652', '0060254920', '0060256737', '0060263857', '0060511508', '006056668X']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0439136350', '1575665379', '0399149821', '0439139597', '0441005489', '0590353403', '0439064864', '0393317552', '0399146245', '0449225313']"
4816,"malden, massachusetts, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0380726297', '0385503857', '0449006530', '0553292056', '014016930X', '0385504209', '0449219623', '0451210638', '0802132952', '0684801523']"
4838,"munich, bayern, germany",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0440145465', '0452260116', '0553299611', '3404130014', '3423202327', '3423203668', '0330346261', '0886773520', '0380805197', '034540047X']"
4845,"surrey, ,",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0380805995', '0141301155', '0140374248', '0375727132', '0425169375', '0449003795', '055357874X']"
4864,"atascadero, california, usa",30.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060935464', '0446322180', '0140119906', '0440203430', '0446603287', '0446604089', '0446606324', '0671042858', '0767900383', '1551668998']"
4895,"moreno valley, california, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0345339681', '0345339711', '0345339738', '0345337662', '0345351525', '0440228166', '0446364495', '0553295608', '0553295772', '0786808551']"
4896,"ploiesti, prahova, romania",18.0,Teenager,15,"['0020518706', '0060163976', '0060254920', '0060256737', '0060517794', '0060929790', '0060964049', '0061032042', '0062517317', '0064402053']","['0971880107', '059035342X', '043935806X', '0439136369', '0439064872', '0439139597', '0446310786', '0439064864', '0439136350', '0446608955']","['043936213X', '0060517794', '0140012133', '0140296298', '0140620427', '014062063X', '0142000159', '0312099045', '0380751925', '0425192733']"
4938,"charleston, south carolina, usa",30.0,Young Adult,2,"['0044409494', '0060199652', '0060248025', '0060256656', '0060263857', '0060504072', '0060558121', '0060931809', '0060934719', '0061093084']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0064404994', '0064472272', '0140481389', '0345313860', '0345342968', '0380789019', '0380814021', '0385314280', '0425148297', '0425176037']"
5037,"dodge center, minnesota, usa",26.0,Young Adult,18,"['0020868308', '006017773X', '0060188731', '0060508302', '0060512822', '0060514930', '0060557257', '0060916508', '0060924845', '0060932813']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0380564998', '0440221471', '0440498058', '0446310786', '0486270556', '0743400526', '0812505166', '0312924801', '0380714752', '038071907X']"
5048,"montreal, quebec, canada",,Unknown,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0007154615', '0020532105', '006091565X', '006091646X', '0062502174', '0064400484', '0140244816', '0151001006', '0380709244', '0380732181']"
5091,"swieqi, n/a, malta",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0062502182', '0449218473', '0449221032', '0312195516']"
5127,"castelnovo monti (re), emilia romagna, italy",33.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']",['8807813025']
5158,"lyon, rhone, france",21.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['2070408507', '2877302202', '2253044911', '2290045764', '0060930535', '0142437174', '0156027321', '0345417976', '0451157443', '0679732497']"
5163,"pacific grove, california, usa",,Unknown,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0553106643', '0786885416', '0425158594', '0060936363', '0385486804', '0440414806', '039913039X', '0440237416', '055310666X', '0743211383']"
5204,"lyon, rhône-alpes, france",24.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0140621334', '2070419657', '2253005274', '225300670X', '2253149101', '2264002190', '2266104535', '2290311782', '2070362388', '2290045764']"
5207,"indianapolis, indiana, usa",34.0,Young Adult,27,"['0002251760', '0020868308', '0060008024', '006001203X', '0060199652', '0060254920', '0060256737', '0060263857', '0060511508', '006056668X']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060256672', '0142000663', '0316096199', '0345410017', '0385480334', '0440183057', '044652087X', '0515135739', '0517706814', '0670813648']"
5208,"brest, bretagne, france",20.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0349101779', '0590112899', '0590660543', '0380789019', '2253144452', '2253150185', '0140622144', '0345413377', '202025462X', '2290308285']"
5209,"medford, new jersey, usa",48.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0345329457', '0345350804', '0345384210', '0380003821', '0553580272', '0671027492', '087542127X', '0884042847', '0345412923', '0380814676']"
5225,"edewecht, niedersachsen, germany",27.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['3423105518', '3596122279', '3426600218', '0971880107', '0061054895', '0316548189', '0316777722', '3442430879', '345305136X']"
5268,"chandler, arizona, usa",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060392991', '0345368436', '0345413903', '0380714752', '0394886690', '0425189864', '0440414806', '0451166892', '0553274295', '0553278274']"
